brand,view_users,cart_users,purchase_users,purchase_events,revenue,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate
siee,108,0,0,0,0.0,0.0,,0.0
sibrteh,62,0,0,0,0.0,0.0,,0.0
sibirskietovary,39,0,0,0,0.0,0.0,,0.0
shunxiang,9,0,0,0,0.0,0.0,,0.0
shoiberg,264,0,0,0,0.0,0.0,,0.0
shishi,5,0,0,0,0.0,0.0,,0.0
shiraz,7,0,0,0,0.0,0.0,,0.0
shima,4,0,0,0,0.0,0.0,,0.0
sheyk,26,0,0,0,0.0,0.0,,0.0
shengyuan,3,0,0,0,0.0,0.0,,0.0
sheffilton,167,0,0,0,0.0,0.0,,0.0
sharking,110,0,0,0,0.0,0.0,,0.0
shangpree,11,0,0,0,0.0,0.0,,0.0
sgary,3,0,0,0,0.0,0.0,,0.0
sevenfriday,88,0,0,0,0.0,0.0,,0.0
sencor,30,0,0,0,0.0,0.0,,0.0
seletti,145,0,0,0,0.0,0.0,,0.0
selena,7,0,0,0,0.0,0.0,,0.0
seed,120,0,0,0,0.0,0.0,,0.0
sebamed,37,0,0,0,0.0,0.0,,0.0
scythe,6,0,0,0,0.0,0.0,,0.0
scruff-a-luvs,28,0,0,0,0.0,0.0,,0.0
scott,553,0,0,0,0.0,0.0,,0.0
scool,145,0,0,0,0.0,0.0,,0.0
scinic,30,0,0,0,0.0,0.0,,0.0
schwinn,165,0,0,0,0.0,0.0,,0.0
schaublorenz,12,0,0,0,0.0,0.0,,0.0
schardt,1,0,0,0,0.0,0.0,,0.0
sbw,37,0,0,0,0.0,0.0,,0.0
sbs,8,0,0,0,0.0,0.0,,0.0
satura,423,0,0,0,0.0,0.0,,0.0
sasta,144,0,0,0,0.0,0.0,,0.0
santak,4,0,0,0,0.0,0.0,,0.0
sanovit,28,0,0,0,0.0,0.0,,0.0
sanjia,6,0,0,0,0.0,0.0,,0.0
saniano,28,0,0,0,0.0,0.0,,0.0
san,102,0,0,0,0.0,0.0,,0.0
samy,3,0,0,0,0.0,0.0,,0.0
samonite,5,0,0,0,0.0,0.0,,0.0
salvinelli,39,0,0,0,0.0,0.0,,0.0
salvatoreferragamo,1,0,0,0,0.0,0.0,,0.0
sallyhansen,37,0,0,0,0.0,0.0,,0.0
saipo,26,0,0,0,0.0,0.0,,0.0
safecess,1,0,0,0,0.0,0.0,,0.0
sades,6,0,0,0,0.0,0.0,,0.0
sabi,60,0,0,0,0.0,0.0,,0.0
ryor,27,0,0,0,0.0,0.0,,0.0
russia,83,0,0,0,0.0,0.0,,0.0
rusgoldart,38,0,0,0,0.0,0.0,,0.0
runwin,1,0,0,0,0.0,0.0,,0.0
ruixinlang,49,0,0,0,0.0,0.0,,0.0
ruike,40,0,0,0,0.0,0.0,,0.0
rubiks,195,0,0,0,0.0,0.0,,0.0
royallondon,5,0,0,0,0.0,0.0,,0.0
royalblack,51,0,0,0,0.0,0.0,,0.0
rotorazer,14,0,0,0,0.0,0.0,,0.0
rotor,13,0,0,0,0.0,0.0,,0.0
rotiform,28,0,0,0,0.0,0.0,,0.0
rossignol,45,0,0,0,0.0,0.0,,0.0
rossia,5,0,0,0,0.0,0.0,,0.0
rosmen,10,0,0,0,0.0,0.0,,0.0
rosato,104,0,0,0,0.0,0.0,,0.0
ronas,183,0,0,0,0.0,0.0,,0.0
rolife,8,0,0,0,0.0,0.0,,0.0
roison,2,0,0,0,0.0,0.0,,0.0
rogervandenberghenv,29,0,0,0,0.0,0.0,,0.0
roeyuta,23,0,0,0,0.0,0.0,,0.0
rockstargames,109,1,0,0,0.0,0.009174311926605505,0.0,0.0
rock,242,1,0,0,0.0,0.004132231404958678,0.0,0.0
robotis,105,0,0,0,0.0,0.0,,0.0
robotime,46,0,0,0,0.0,0.0,,0.0
robobloq,22,0,0,0,0.0,0.0,,0.0
roblox,14,0,0,0,0.0,0.0,,0.0
robens,63,0,0,0,0.0,0.0,,0.0
roamer,285,0,0,0,0.0,0.0,,0.0
rline,17,0,0,0,0.0,0.0,,0.0
rivakoch,50,0,0,0,0.0,0.0,,0.0
ristanskaakeramika,15,0,0,0,0.0,0.0,,0.0
risoli,6,0,0,0,0.0,0.0,,0.0
rise,33,0,0,0,0.0,0.0,,0.0
rinax,14,0,0,0,0.0,0.0,,0.0
rimmellondon,90,0,0,0,0.0,0.0,,0.0
riminiflash,5,0,0,0,0.0,0.0,,0.0
rika,106,0,0,0,0.0,0.0,,0.0
rihanna,11,0,0,0,0.0,0.0,,0.0
riello,1,0,0,0,0.0,0.0,,0.0
ridian,250,0,0,0,0.0,0.0,,0.0
ridata,2,0,0,0,0.0,0.0,,0.0
riche,82,0,0,0,0.0,0.0,,0.0
ricco,130,0,0,0,0.0,0.0,,0.0
rexco,17,0,0,0,0.0,0.0,,0.0
revuele,11,0,0,0,0.0,0.0,,0.0
revlon,94,0,0,0,0.0,0.0,,0.0
rev,4,0,0,0,0.0,0.0,,0.0
retrosuperfuture,18,0,0,0,0.0,0.0,,0.0
restar,12,0,0,0,0.0,0.0,,0.0
replica,3,0,0,0,0.0,0.0,,0.0
renovator,10,0,0,0,0.0,0.0,,0.0
remo,128,0,0,0,0.0,0.0,,0.0
remer,12,0,0,0,0.0,0.0,,0.0
redline,104,0,0,0,0.0,0.0,,0.0
redken,14,0,0,0,0.0,0.0,,0.0
recci,1,0,0,0,0.0,0.0,,0.0
raval,9,0,0,0,0.0,0.0,,0.0
ravak,58,0,0,0,0.0,0.0,,0.0
rasch,146,0,0,0,0.0,0.0,,0.0
rare,50,0,0,0,0.0,0.0,,0.0
rapala,126,0,0,0,0.0,0.0,,0.0
ramilibaby,17,0,0,0,0.0,0.0,,0.0
ragolle,28,0,0,0,0.0,0.0,,0.0
radiant,15,0,0,0,0.0,0.0,,0.0
r-senda,12,0,0,0,0.0,0.0,,0.0
qplay,19,0,0,0,0.0,0.0,,0.0
qnap,165,0,0,0,0.0,0.0,,0.0
qixels,2,0,0,0,0.0,0.0,,0.0
qazaqkhan,33,1,0,0,0.0,0.030303030303030304,0.0,0.0
puridea,11,0,0,0,0.0,0.0,,0.0
pubg,4,0,0,0,0.0,0.0,,0.0
psyonix,40,0,0,0,0.0,0.0,,0.0
proxxon,367,0,0,0,0.0,0.0,,0.0
provoc,84,0,0,0,0.0,0.0,,0.0
provence,85,1,0,0,0.0,0.011764705882352941,0.0,0.0
prosperplast,49,0,0,0,0.0,0.0,,0.0
promountain,92,1,0,0,0.0,0.010869565217391304,0.0,0.0
promate,42,0,0,0,0.0,0.0,,0.0
proel,76,0,0,0,0.0,0.0,,0.0
presonus,45,0,0,0,0.0,0.0,,0.0
president,1,0,0,0,0.0,0.0,,0.0
premier,7,0,0,0,0.0,0.0,,0.0
preciosa,444,0,0,0,0.0,0.0,,0.0
powertec,1164,0,0,0,0.0,0.0,,0.0
potatohead,2,0,0,0,0.0,0.0,,0.0
portdesigns,1,0,0,0,0.0,0.0,,0.0
popurri,31,0,0,0,0.0,0.0,,0.0
poppuri,1,0,0,0,0.0,0.0,,0.0
police,32,0,0,0,0.0,0.0,,0.0
poli,165,0,0,0,0.0,0.0,,0.0
polesie,4,0,0,0,0.0,0.0,,0.0
playway,40,0,0,0,0.0,0.0,,0.0
playskool,9,0,0,0,0.0,0.0,,0.0
playmobil,13,0,0,0,0.0,0.0,,0.0
playlab,86,0,0,0,0.0,0.0,,0.0
planetaorganica,7,0,0,0,0.0,0.0,,0.0
planet,187,0,0,0,0.0,0.0,,0.0
pit,11,0,0,0,0.0,0.0,,0.0
pinti,128,0,0,0,0.0,0.0,,0.0
pinghudakebabycarrier,34,0,0,0,0.0,0.0,,0.0
pinarello,78,0,0,0,0.0,0.0,,0.0
pilsan,50,0,0,0,0.0,0.0,,0.0
pierrelannier,3,0,0,0,0.0,0.0,,0.0
philippus,33,0,0,0,0.0,0.0,,0.0
pervenec,9,0,0,0,0.0,0.0,,0.0
permanence,231,0,0,0,0.0,0.0,,0.0
peppapig,1,0,0,0,0.0,0.0,,0.0
pentax,79,0,0,0,0.0,0.0,,0.0
pensofal,369,0,0,0,0.0,0.0,,0.0
penn,83,0,0,0,0.0,0.0,,0.0
pediasure,20,0,0,0,0.0,0.0,,0.0
pebble,3,0,0,0,0.0,0.0,,0.0
pccooler,190,0,0,0,0.0,0.0,,0.0
pawpatrol,8,0,0,0,0.0,0.0,,0.0
pastel,9,0,0,0,0.0,0.0,,0.0
parus,6,0,0,0,0.0,0.0,,0.0
parklon,145,0,0,0,0.0,0.0,,0.0
papitto,2,0,0,0,0.0,0.0,,0.0
papilla,26,0,0,0,0.0,0.0,,0.0
palplay,4,0,0,0,0.0,0.0,,0.0
palms,5,0,0,0,0.0,0.0,,0.0
pajak,36,0,0,0,0.0,0.0,,0.0
paint,10,0,0,0,0.0,0.0,,0.0
packing,16,0,0,0,0.0,0.0,,0.0
owner,43,0,0,0,0.0,0.0,,0.0
ovk,62,0,0,0,0.0,0.0,,0.0
ourgeneration,21,0,0,0,0.0,0.0,,0.0
oukitel,181,0,0,0,0.0,0.0,,0.0
osprey,34,0,0,0,0.0,0.0,,0.0
osgona,6,0,0,0,0.0,0.0,,0.0
osann,146,0,0,0,0.0,0.0,,0.0
orto-bed,79,0,0,0,0.0,0.0,,0.0
orly,8,0,0,0,0.0,0.0,,0.0
orjade,10,0,0,0,0.0,0.0,,0.0
orivel,22,0,0,0,0.0,0.0,,0.0
oris,1123,0,0,0,0.0,0.0,,0.0
orion,22,0,0,0,0.0,0.0,,0.0
origami,65,0,0,0,0.0,0.0,,0.0
organiczone,9,0,0,0,0.0,0.0,,0.0
organicshop,1,0,0,0,0.0,0.0,,0.0
orangedaily,21,0,0,0,0.0,0.0,,0.0
oralcare,14,0,0,0,0.0,0.0,,0.0
optimus,195,0,0,0,0.0,0.0,,0.0
opple,37,0,0,0,0.0,0.0,,0.0
opadiris,226,0,0,0,0.0,0.0,,0.0
oonies,1,0,0,0,0.0,0.0,,0.0
ooba,26,0,0,0,0.0,0.0,,0.0
omnio,49,0,0,0,0.0,0.0,,0.0
omnimount,104,1,0,0,0.0,0.009615384615384616,0.0,0.0
ollin,4,0,0,0,0.0,0.0,,0.0
olivella,84,0,0,0,0.0,0.0,,0.0
olimpic,3,0,0,0,0.0,0.0,,0.0
olimp,55,0,0,0,0.0,0.0,,0.0
oleo-mac,10,0,0,0,0.0,0.0,,0.0
ol-tex,106,0,0,0,0.0,0.0,,0.0
ocag,4,0,0,0,0.0,0.0,,0.0
oase,25,0,0,0,0.0,0.0,,0.0
nyne,13,0,0,0,0.0,0.0,,0.0
nvprint,7,0,0,0,0.0,0.0,,0.0
nvidia,145,0,0,0,0.0,0.0,,0.0
nurpress,9,0,0,0,0.0,0.0,,0.0
numark,25,0,0,0,0.0,0.0,,0.0
nuk,122,0,0,0,0.0,0.0,,0.0
nuforce,11,0,0,0,0.0,0.0,,0.0
nowystyl,28,0,0,0,0.0,0.0,,0.0
nowodvorski,50,0,0,0,0.0,0.0,,0.0
novatrack,166,0,0,0,0.0,0.0,,0.0
novatex,3,0,0,0,0.0,0.0,,0.0
novabright,2,0,0,0,0.0,0.0,,0.0
norplast,29,0,0,0,0.0,0.0,,0.0
normann,21,0,0,0,0.0,0.0,,0.0
norman,6,0,0,0,0.0,0.0,,0.0
nord,255,0,0,0,0.0,0.0,,0.0
noppiesbaby,6,0,0,0,0.0,0.0,,0.0
noordi,4,0,0,0,0.0,0.0,,0.0
nodor,61,0,0,0,0.0,0.0,,0.0
noctua,23,0,0,0,0.0,0.0,,0.0
nocnezna,19,0,0,0,0.0,0.0,,0.0
nobu,14,0,0,0,0.0,0.0,,0.0
nmp,2,0,0,0,0.0,0.0,,0.0
nissan,220,0,0,0,0.0,0.0,,0.0
nishane,33,0,0,0,0.0,0.0,,0.0
ningbo,20,0,0,0,0.0,0.0,,0.0
nik,27,0,0,0,0.0,0.0,,0.0
niche,21,0,0,0,0.0,0.0,,0.0
nicalis,1,0,0,0,0.0,0.0,,0.0
nexxt,9,0,0,0,0.0,0.0,,0.0
nexttool,61,0,0,0,0.0,0.0,,0.0
newport,9,0,0,0,0.0,0.0,,0.0
newco,6,0,0,0,0.0,0.0,,0.0
neva-taft,8,0,0,0,0.0,0.0,,0.0
neva,30,0,0,0,0.0,0.0,,0.0
netis,54,0,0,0,0.0,0.0,,0.0
netgear,72,0,0,0,0.0,0.0,,0.0
nereus,15,0,0,0,0.0,0.0,,0.0
neocoregames,1,0,0,0,0.0,0.0,,0.0
neobio,4,0,0,0,0.0,0.0,,0.0
neman,81,0,0,0,0.0,0.0,,0.0
nella,58,0,0,0,0.0,0.0,,0.0
neff,15,0,0,0,0.0,0.0,,0.0
nec,1,0,0,0,0.0,0.0,,0.0
navigator,2,0,0,0,0.0,0.0,,0.0
naturepan,4,0,0,0,0.0,0.0,,0.0
naturasiberica,1,0,0,0,0.0,0.0,,0.0
naturalist,2,0,0,0,0.0,0.0,,0.0
naturakamchatka,1,0,0,0,0.0,0.0,,0.0
nathan,27,0,0,0,0.0,0.0,,0.0
narodnyerecepty,2,0,0,0,0.0,0.0,,0.0
nardi,4,0,0,0,0.0,0.0,,0.0
napoleon,24,0,0,0,0.0,0.0,,0.0
nanga,88,0,0,0,0.0,0.0,,0.0
nagano,1,0,0,0,0.0,0.0,,0.0
nady,10,0,0,0,0.0,0.0,,0.0
mykita,16,0,0,0,0.0,0.0,,0.0
mw-light,27,0,0,0,0.0,0.0,,0.0
mustang,2,0,0,0,0.0,0.0,,0.0
must,22,0,0,0,0.0,0.0,,0.0
musicroom,10,0,0,0,0.0,0.0,,0.0
murena,5,0,0,0,0.0,0.0,,0.0
mujjo,9,0,0,0,0.0,0.0,,0.0
mstar,63,0,0,0,0.0,0.0,,0.0
msb,4,0,0,0,0.0,0.0,,0.0
mrm-power,66,0,0,0,0.0,0.0,,0.0
mozgamebel,8,0,0,0,0.0,0.0,,0.0
motivyotdyha,157,0,0,0,0.0,0.0,,0.0
moshi,11,0,0,0,0.0,0.0,,0.0
moroshka,49,0,0,0,0.0,0.0,,0.0
morakniv,6,0,0,0,0.0,0.0,,0.0
moov,775,0,0,0,0.0,0.0,,0.0
moose,134,0,0,0,0.0,0.0,,0.0
monster,79,0,0,0,0.0,0.0,,0.0
monsher,8,0,0,0,0.0,0.0,,0.0
monkey,50,0,0,0,0.0,0.0,,0.0
mongoose,54,0,0,0,0.0,0.0,,0.0
monchhichi,124,0,0,0,0.0,0.0,,0.0
molten,85,0,0,0,0.0,0.0,,0.0
molfix,15,0,0,0,0.0,0.0,,0.0
mltl,4608,0,0,0,0.0,0.0,,0.0
miumiu,9,0,0,0,0.0,0.0,,0.0
mitas,10,0,0,0,0.0,0.0,,0.0
misfit,166,0,0,0,0.0,0.0,,0.0
miromax,34,0,0,0,0.0,0.0,,0.0
miraculous,130,0,0,0,0.0,0.0,,0.0
miracle,89,0,0,0,0.0,0.0,,0.0
mioshi,18,0,0,0,0.0,0.0,,0.0
miolla,33,0,0,0,0.0,0.0,,0.0
minony,1,0,0,0,0.0,0.0,,0.0
minecraft,111,0,0,0,0.0,0.0,,0.0
millet,93,0,0,0,0.0,0.0,,0.0
milk,1,0,0,0,0.0,0.0,,0.0
milight,81,0,0,0,0.0,0.0,,0.0
miif,11,0,0,0,0.0,0.0,,0.0
mifold,79,0,0,0,0.0,0.0,,0.0
midzumi,49,0,0,0,0.0,0.0,,0.0
micuna,468,0,0,0,0.0,0.0,,0.0
microfire,129,0,0,0,0.0,0.0,,0.0
micallef,35,0,0,0,0.0,0.0,,0.0
mica,38,0,0,0,0.0,0.0,,0.0
mhp,32,0,0,0,0.0,0.0,,0.0
mgaintertainment,2,0,0,0,0.0,0.0,,0.0
metrot,382,0,0,0,0.0,0.0,,0.0
metoo,33,0,0,0,0.0,0.0,,0.0
method,98,0,0,0,0.0,0.0,,0.0
metalions,7,0,0,0,0.0,0.0,,0.0
metalac,1,0,0,0,0.0,0.0,,0.0
mersedes-benz,2,0,0,0,0.0,0.0,,0.0
merrylock,59,0,0,0,0.0,0.0,,0.0
merry,6,0,0,0,0.0,0.0,,0.0
merlin,12,0,0,0,0.0,0.0,,0.0
merkurij,31,0,0,0,0.0,0.0,,0.0
merida,25,0,0,0,0.0,0.0,,0.0
mengbadi,43,0,0,0,0.0,0.0,,0.0
mello,1,0,0,0,0.0,0.0,,0.0
melissadoug,3,0,0,0,0.0,0.0,,0.0
melidadi,36,0,0,0,0.0,0.0,,0.0
mei-cha,5,0,0,0,0.0,0.0,,0.0
megasaurs,17,0,0,0,0.0,0.0,,0.0
mefferts,17,0,0,0,0.0,0.0,,0.0
medisana,1,0,0,0,0.0,0.0,,0.0
mediheal,38,0,0,0,0.0,0.0,,0.0
meccano,14,0,0,0,0.0,0.0,,0.0
mebelcon,5,0,0,0,0.0,0.0,,0.0
mebelazii,159,0,0,0,0.0,0.0,,0.0
mebberykz,244,0,0,0,0.0,0.0,,0.0
mebbery.kz,81,0,0,0,0.0,0.0,,0.0
mebberi,106,0,0,0,0.0,0.0,,0.0
measy,210,0,0,0,0.0,0.0,,0.0
meanlove,125,0,0,0,0.0,0.0,,0.0
mdv,130,1,0,0,0.0,0.007692307692307693,0.0,0.0
mdlab,25,0,0,0,0.0,0.0,,0.0
mcculloch,75,0,0,0,0.0,0.0,,0.0
mccan,30,0,0,0,0.0,0.0,,0.0
mc,41,0,0,0,0.0,0.0,,0.0
maytoni,50,0,0,0,0.0,0.0,,0.0
maysternya,8,0,0,0,0.0,0.0,,0.0
maybellinenewyork,1,0,0,0,0.0,0.0,,0.0
maxion,74,0,0,0,0.0,0.0,,0.0
maxfactor,11,0,0,0,0.0,0.0,,0.0
maxcolor,34,0,0,0,0.0,0.0,,0.0
max-pro,15,0,0,0,0.0,0.0,,0.0
mauboussin,31,0,0,0,0.0,0.0,,0.0
matex,8,0,0,0,0.0,0.0,,0.0
matebo,10,0,0,0,0.0,0.0,,0.0
mastrad,108,0,0,0,0.0,0.0,,0.0
masterfish,62,0,0,0,0.0,0.0,,0.0
mastercraft,38,0,0,0,0.0,0.0,,0.0
mastela,1,0,0,0,0.0,0.0,,0.0
masima,2,0,0,0,0.0,0.0,,0.0
masi,55,0,0,0,0.0,0.0,,0.0
masaimedved,1,0,0,0,0.0,0.0,,0.0
marvel,28,0,0,0,0.0,0.0,,0.0
marusa,33,0,0,0,0.0,0.0,,0.0
maruemsta,12,0,0,0,0.0,0.0,,0.0
markjacobs,1,0,0,0,0.0,0.0,,0.0
market,17,0,0,0,0.0,0.0,,0.0
markbass,67,1,0,0,0.0,0.014925373134328358,0.0,0.0
mark,5,0,0,0,0.0,0.0,,0.0
maribel,5,0,0,0,0.0,0.0,,0.0
marcotozzipremio,6,0,0,0,0.0,0.0,,0.0
marcjacobs,2,0,0,0,0.0,0.0,,0.0
marching,4,0,0,0,0.0,0.0,,0.0
marcher,3,0,0,0,0.0,0.0,,0.0
mapei,65,0,0,0,0.0,0.0,,0.0
mannivanoviferber,4,0,0,0,0.0,0.0,,0.0
manke,32,0,0,0,0.0,0.0,,0.0
mangokids,1,0,0,0,0.0,0.0,,0.0
mamut,29,0,0,0,0.0,0.0,,0.0
mammie,189,0,0,0,0.0,0.0,,0.0
maman,220,0,0,0,0.0,0.0,,0.0
malushen,1304,0,0,0,0.0,0.0,,0.0
malamalama,13,0,0,0,0.0,0.0,,0.0
makers,2,0,0,0,0.0,0.0,,0.0
makarena,163,0,0,0,0.0,0.0,,0.0
majescogames,17,0,0,0,0.0,0.0,,0.0
maidou,22,0,0,0,0.0,0.0,,0.0
magnitoj,3,0,0,0,0.0,0.0,,0.0
magnat,6,0,0,0,0.0,0.0,,0.0
magkijson,1,0,0,0,0.0,0.0,,0.0
magictrack,9,0,0,0,0.0,0.0,,0.0
magformers,98,0,0,0,0.0,0.0,,0.0
magaudio,4,0,0,0,0.0,0.0,,0.0
maclay,3,0,0,0,0.0,0.0,,0.0
maclaren,115,1,0,0,0.0,0.008695652173913044,0.0,0.0
mackie,23,0,0,0,0.0,0.0,,0.0
machineboy,8,0,0,0,0.0,0.0,,0.0
maakavto,10,0,0,0,0.0,0.0,,0.0
maak,26,0,0,0,0.0,0.0,,0.0
luxking,1,0,0,0,0.0,0.0,,0.0
lux-tools,33,0,0,0,0.0,0.0,,0.0
lutian,457,0,0,0,0.0,0.0,,0.0
lunkerhunt,73,0,0,0,0.0,0.0,,0.0
lunecase,198,0,0,0,0.0,0.0,,0.0
luna,2,0,0,0,0.0,0.0,,0.0
lujun,9,0,0,0,0.0,0.0,,0.0
lubereckiekovry,32,0,0,0,0.0,0.0,,0.0
luazon,54,0,0,0,0.0,0.0,,0.0
ls,26,0,0,0,0.0,0.0,,0.0
lovecoil,10,0,0,0,0.0,0.0,,0.0
lotos,11,0,0,0,0.0,0.0,,0.0
lostkitties,2,0,0,0,0.0,0.0,,0.0
lori,29,0,0,0,0.0,0.0,,0.0
lord,59,0,0,0,0.0,0.0,,0.0
londa,14,0,0,0,0.0,0.0,,0.0
lombok,18,0,0,0,0.0,0.0,,0.0
lom,147,0,0,0,0.0,0.0,,0.0
lolsurprise,15,0,0,0,0.0,0.0,,0.0
lol,117,3,0,0,0.0,0.02564102564102564,0.0,0.0
logona,9,0,0,0,0.0,0.0,,0.0
loctek,90,0,0,0,0.0,0.0,,0.0
llocker,4,0,0,0,0.0,0.0,,0.0
llarri,40,0,0,0,0.0,0.0,,0.0
livebook,33,0,0,0,0.0,0.0,,0.0
livdelano,3,0,0,0,0.0,0.0,,0.0
lion,3,0,0,0,0.0,0.0,,0.0
lioele,15,0,0,0,0.0,0.0,,0.0
line,374,0,0,0,0.0,0.0,,0.0
lindsay,2,0,0,0,0.0,0.0,,0.0
lilwoodzeez,5,0,0,0,0.0,0.0,,0.0
likato,1,0,0,0,0.0,0.0,,0.0
lihom,7,0,0,0,0.0,0.0,,0.0
light,297,0,0,0,0.0,0.0,,0.0
lifetrons,161,0,0,0,0.0,0.0,,0.0
lifegear,1,0,0,0,0.0,0.0,,0.0
liebert,6,0,0,0,0.0,0.0,,0.0
liberty,68,0,0,0,0.0,0.0,,0.0
lexand,22,0,0,0,0.0,0.0,,0.0
lessar,35,0,0,0,0.0,0.0,,0.0
lepota,12,0,0,0,0.0,0.0,,0.0
leonbergo,6,0,0,0,0.0,0.0,,0.0
lenso,112,0,0,0,0.0,0.0,,0.0
lem,25,0,0,0,0.0,0.0,,0.0
lel,4,0,0,0,0.0,0.0,,0.0
leiya,63,0,0,0,0.0,0.0,,0.0
leicos,20,0,0,0,0.0,0.0,,0.0
legrand,56,0,0,0,0.0,0.0,,0.0
leefitness,16,0,0,0,0.0,0.0,,0.0
leeco,565,0,0,0,0.0,0.0,,0.0
lealelo,1,0,0,0,0.0,0.0,,0.0
leagoo,151,0,0,0,0.0,0.0,,0.0
lazso,5,0,0,0,0.0,0.0,,0.0
lava,22,0,0,0,0.0,0.0,,0.0
lassa,36,0,0,0,0.0,0.0,,0.0
lashologist,4,0,0,0,0.0,0.0,,0.0
laromano,24,0,0,0,0.0,0.0,,0.0
larocheposay,2,0,0,0,0.0,0.0,,0.0
laroche-posay,16,0,0,0,0.0,0.0,,0.0
larktale,56,0,0,0,0.0,0.0,,0.0
lapkin,43,0,0,0,0.0,0.0,,0.0
lanvigator,9,0,0,0,0.0,0.0,,0.0
lanikai,7,0,0,0,0.0,0.0,,0.0
lange,35,0,0,0,0.0,0.0,,0.0
lancaster,17,0,0,0,0.0,0.0,,0.0
lanard,333,0,0,0,0.0,0.0,,0.0
lamelprofessional,3,0,0,0,0.0,0.0,,0.0
lamborghini,57,0,0,0,0.0,0.0,,0.0
lamart,17,0,0,0,0.0,0.0,,0.0
lalaloopsy,33,0,0,0,0.0,0.0,,0.0
labo,121,0,0,0,0.0,0.0,,0.0
la-di-da,214,0,0,0,0.0,0.0,,0.0
kuqidai,3,0,0,0,0.0,0.0,,0.0
kupu-kupu,1,0,0,0,0.0,0.0,,0.0
kuppersbusch,729,0,0,0,0.0,0.0,,0.0
kumtel,127,0,0,0,0.0,0.0,,0.0
kumanodeve,1,0,0,0,0.0,0.0,,0.0
kumano,15,0,0,0,0.0,0.0,,0.0
kuhar,2,0,0,0,0.0,0.0,,0.0
kuchendorf,8,0,0,0,0.0,0.0,,0.0
kubanfarfor,238,0,0,0,0.0,0.0,,0.0
kstar,11,0,0,0,0.0,0.0,,0.0
kroskaa,8,0,0,0,0.0,0.0,,0.0
kronostar,82,0,0,0,0.0,0.0,,0.0
kronopol,49,0,0,0,0.0,0.0,,0.0
kron,17,0,0,0,0.0,0.0,,0.0
kroft,5,0,0,0,0.0,0.0,,0.0
kraton,3,0,0,0,0.0,0.0,,0.0
kranzle,283,0,0,0,0.0,0.0,,0.0
kramer,46,0,0,0,0.0,0.0,,0.0
kraftform,7,0,0,0,0.0,0.0,,0.0
kosmos,6,0,0,0,0.0,0.0,,0.0
kose,1,0,0,0,0.0,0.0,,0.0
kosadaka,83,0,0,0,0.0,0.0,,0.0
korda,6,0,0,0,0.0,0.0,,0.0
kora,13,0,0,0,0.0,0.0,,0.0
kontinent,109,0,0,0,0.0,0.0,,0.0
konig,16,0,0,0,0.0,0.0,,0.0
kokiri,11,0,0,0,0.0,0.0,,0.0
kohala,25,0,0,0,0.0,0.0,,0.0
kogaz,57,0,0,0,0.0,0.0,,0.0
koelf,4,0,0,0,0.0,0.0,,0.0
kodi,23,0,0,0,0.0,0.0,,0.0
klever,18,0,0,0,0.0,0.0,,0.0
kite,13,0,0,0,0.0,0.0,,0.0
kirovit,37,0,0,0,0.0,0.0,,0.0
kipsta,1,0,0,0,0.0,0.0,,0.0
kinlee,112,0,0,0,0.0,0.0,,0.0
kinklight,21,0,0,0,0.0,0.0,,0.0
kink,448,0,0,0,0.0,0.0,,0.0
kingstar,3,0,0,0,0.0,0.0,,0.0
kingslong,81,0,0,0,0.0,0.0,,0.0
kingrun,2,0,0,0,0.0,0.0,,0.0
kingroy,5,0,0,0,0.0,0.0,,0.0
kingmeda,38,0,0,0,0.0,0.0,,0.0
kiepe,149,0,0,0,0.0,0.0,,0.0
kidzconcept,4,0,0,0,0.0,0.0,,0.0
kidwood,25,0,0,0,0.0,0.0,,0.0
kidkraft,19,0,0,0,0.0,0.0,,0.0
kicker,122,0,0,0,0.0,0.0,,0.0
khancomics,5,0,0,0,0.0,0.0,,0.0
kenda,2,0,0,0,0.0,0.0,,0.0
kelet,86,0,0,0,0.0,0.0,,0.0
keeway,21,0,0,0,0.0,0.0,,0.0
keenetic,28,0,0,0,0.0,0.0,,0.0
katun,57,0,0,0,0.0,0.0,,0.0
karma,11,0,0,0,0.0,0.0,,0.0
karapuz,32,0,0,0,0.0,0.0,,0.0
karadium,5,0,0,0,0.0,0.0,,0.0
kapousprofessional,70,0,0,0,0.0,0.0,,0.0
kamskaaposuda,2,0,0,0,0.0,0.0,,0.0
kalibr,1,0,0,0,0.0,0.0,,0.0
kaleos,8,0,0,0,0.0,0.0,,0.0
kala,46,0,0,0,0.0,0.0,,0.0
kajsa,1,0,0,0,0.0,0.0,,0.0
kaisavilla,7,0,0,0,0.0,0.0,,0.0
kaierda,49,0,0,0,0.0,0.0,,0.0
kafekrasoty,3,0,0,0,0.0,0.0,,0.0
kaemingk,161,0,0,0,0.0,0.0,,0.0
kacper,136,0,0,0,0.0,0.0,,0.0
k-power,63,0,0,0,0.0,0.0,,0.0
k-lite,14,0,0,0,0.0,0.0,,0.0
juventa,77,0,0,0,0.0,0.0,,0.0
juteks,1,0,0,0,0.0,0.0,,0.0
jupiter,103,0,0,0,0.0,0.0,,0.0
junglefieldtroop,10,0,0,0,0.0,0.0,,0.0
jumper,612,0,0,0,0.0,0.0,,0.0
julong,7,0,0,0,0.0,0.0,,0.0
